Droplet diameter [m],Impact velocity [m/s],Density [kg/m3],Surface Tension [N/m],Dynamic Viscosity [Pa s],Distance between adjacent laser beam passes [µm],Average depth of micro-channels [µm],Reynolds number,Weber number
0.002492147,1.217906923,997.2375,0.07246,0.000943923,400,25,3206.636954,50.87473104
0.002255364,0.556197031,1152.266,0.067623358,0.009107103,50,25,158.7149657,11.88858182
0.002369673,1.201864831,1153.184,0.06782757,0.00963225,600,6,340.9689781,58.19584833
0.002332357,1.001375789,1151.348,0.06742348,0.008610586,400,25,312.295703,39.93784564
0.002328806,1.607034164,1199.2114,0.06689444,0.036419641,600,6,123.2305812,107.8174974
0.00230995,1.600027192,1230.239625,0.065701673,0.147132715,100,6,30.90369309,110.7313433
0.002510531,1.591103646,1044.68,0.070939,0.001548471,200,6,2694.909779,93.59674328
0.002322276,1.615250545,1230.239625,0.065701673,0.147132715,50,6,31.36419679,113.4506241
0.002326892,1.471758196,1151.186,0.067388658,0.008525818,100,25,462.4046536,86.10094826
0.002287442,1.463749033,1230.745625,0.065787313,0.153762912,100,25,26.79991404,91.6873606
0.002437555,0.984121399,1045.3818,0.07116923,0.001619878,400,25,1548.088827,34.67643698
0.002429688,0.535084542,1045.10055,0.071077093,0.001590276,200,25,854.3945697,10.2287788
0.002476561,1.191790097,1045.0688,0.07106668,0.001587021,600,25,1943.618962,51.72821252
0.002421712,0.536517356,1045.03695,0.071056233,0.001583772,400,25,857.3247507,10.25225976
0.002322686,1.185879015,1230.302,0.06571236,0.147945596,600,6,22.9055457,61.15556789
0.002350253,1.452343876,1152.86,0.067755,0.009443533,200,25,416.702452,84.35069871
0.002344825,1.592061462,1230.1775,0.06569099,0.1463243,800,6,31.38496699,111.2992284
0.002407231,1.267701115,1045.22655,0.071118393,0.001603365,100,25,1989.357192,56.85649712
0.002431551,1.61800437,1044.68,0.070939,0.001548471,400,25,2654.259265,93.74347932
0.002522329,1.579044669,1044.68,0.070939,0.001548471,800,6,2687.053979,92.61660193
0.002392969,1.607125487,1152.32,0.06763525,0.009137186,600,6,485.0064491,105.3020061
0.002327726,1.176526143,1230.302,0.06571236,0.147945596,800,6,22.77419603,60.32531699
0.002316958,1.603434903,1230.239625,0.065701673,0.147132715,100,6,31.06347464,111.5409113
0.002389401,1.600776517,1152.482,0.067671018,0.009228031,200,6,477.6884566,104.2753871
0.002521514,1.398559206,997.2375,0.07246,0.000943923,400,6,3725.669174,67.87711555
0.002191454,1.594224104,1199.7586,0.06696036,0.037690117,50,25,111.2111022,99.79464236
0.002357875,1.424854152,1151.186,0.067388658,0.008525818,50,6,453.6287052,81.77493659
0.002300197,0.943965747,1199.0776,0.06687776,0.036108771,600,25,72.10342401,36.74879577
0.002272615,0.542823436,1231.2015,0.06586251,0.159808968,600,25,9.504129818,12.51796747
0.002522594,0.917856605,997.2375,0.07246,0.000943923,100,25,2446.156795,29.24808005
0.002453099,0.95684088,1045.5042,0.07120927,0.00163321,50,6,1502.583623,32.97492796
0.002512383,1.592813084,1044.68,0.070939,0.001548471,200,6,2699.795351,93.86716379
0.00230037,0.964839966,1199.2114,0.06689444,0.036419641,50,6,73.08244983,38.3896385
0.002488389,1.414808425,997.2375,0.07246,0.000943923,50,6,3719.442717,68.55099231
0.002289679,1.661450543,1199.41435,0.06691931,0.036890972,400,25,123.6833308,113.2836502
0.002223176,1.425831999,1151.186,0.067388658,0.008525818,50,25,428.0076915,77.20922728
0.00248344,1.417559874,1045.32,0.071149,0.001613252,800,6,2281.088375,73.31907681
0.002370932,0.945362875,1151.348,0.06742348,0.008610586,800,6,299.7033221,36.18358877
0.002300944,1.009325488,1151.51,0.067458438,0.008696196,50,25,307.5216578,40.01289702
0.002547899,0.897632252,997.2375,0.07246,0.000943923,800,25,2416.254946,28.25396732
0.002295952,1.203772401,1230.302,0.06571236,0.147945596,800,25,22.98354155,62.28970997
0.002274696,1.251865008,1199.55115,0.06693579,0.037208576,400,25,91.80293357,63.88497378
0.002328607,0.941546036,1199.2114,0.06689444,0.036419641,400,6,72.19344679,37.00709348
0.002285918,0.561207065,1199.7586,0.06696036,0.037690117,100,25,40.83666036,12.8998024
0.002304343,1.199519381,1230.302,0.06571236,0.147945596,50,6,22.98603348,62.07636541
0.002312732,0.552925353,1152.266,0.067623358,0.009107103,50,6,161.7947352,12.04798434
0.002269047,1.221035987,1199.55115,0.06693579,0.037208576,200,25,89.31979625,60.62626998
0.002305588,1.421884312,1230.617625,0.065765873,0.152077865,400,25,26.52790839,87.22333598
0.002309543,1.419903764,1230.745625,0.065787313,0.153762912,100,6,26.24833302,87.11041575
0.002560701,1.60844801,997.2375,0.07246,0.000943923,50,6,4351.389149,91.17445709
0.002280138,1.214830596,1152.32,0.06763525,0.009137186,50,25,349.3312471,57.33139359
0.002351266,0.952618157,1045.5042,0.07120927,0.00163321,50,25,1433.852202,31.32771541
0.002325534,0.537453049,1152.158,0.067599618,0.009047234,600,25,159.1693825,11.44910777
0.002457574,0.525367238,997.2375,0.07246,0.000943923,50,25,1364.054232,9.335398427
0.00245558,0.52330602,997.2375,0.07246,0.000943923,100,25,1357.599961,9.254773228
0.002436574,0.530258645,1045.10055,0.071077093,0.001590276,200,25,849.0883619,10.07357325
0.002296322,0.995900408,1151.51,0.067458438,0.008696196,50,25,302.8217335,38.87729143
0.002309156,0.544694063,1199.7586,0.06696036,0.037690117,100,6,40.03799701,12.27537292
0.002323646,1.616414888,1230.239625,0.065701673,0.147132715,100,6,31.4053255,113.6812823
0.002495622,1.407925735,997.2375,0.07246,0.000943923,100,6,3712.107971,68.08298379
0.002347308,0.97259891,1151.348,0.06742348,0.008610586,600,25,305.265523,37.91692195
0.002490671,0.503564301,997.2375,0.07246,0.000943923,800,25,1325.053001,8.692134098
0.002326213,0.938354152,1230.554,0.06575516,0.151242279,600,6,17.76003292,38.33133293
0.00238857,1.605270201,1152.32,0.06763525,0.009137186,800,25,483.5559777,104.8658891
0.002345648,1.646358538,1152.482,0.067671018,0.009228031,100,25,482.2946283,108.2787427
0.002333007,0.542499387,1152.266,0.067623358,0.009107103,200,6,160.1355829,11.69958892
0.002280741,0.992294104,1199.2114,0.06689444,0.036419641,100,25,74.52062726,40.25896015
0.002332165,1.196949056,1199.41435,0.06691931,0.036890972,600,25,90.75783576,59.88643234
0.00233814,0.525129282,1152.158,0.067599618,0.009047234,800,25,156.3625997,10.98931695
0.002317772,1.215063445,1199.55115,0.06693579,0.037208576,50,6,90.79153225,61.32378644
0.002486928,1.600508375,997.2375,0.07246,0.000943923,400,25,4205.166949,87.67573743
0.002499246,0.516404123,997.2375,0.07246,0.000943923,800,25,1363.517698,9.172520989
0.002444868,0.525046647,1045.10055,0.071077093,0.001590276,100,6,843.6045388,9.910137964
0.002502595,1.599829002,1044.8112,0.07098212,0.001561216,50,6,2679.408958,94.28151145
0.002497686,0.510702904,997.2375,0.07246,0.000943923,400,6,1347.622098,8.965503508
0.002514194,0.894409312,997.2375,0.07246,0.000943923,400,6,2375.73064,27.6803607
0.002456507,0.52119691,1045.10055,0.071077093,0.001590276,400,6,841.4054158,9.811830534
0.002499726,0.513597387,997.2375,0.07246,0.000943923,800,6,1356.367227,9.074826434
0.00239403,1.418316054,1152.86,0.067755,0.009443533,800,25,414.5192017,81.94280803
0.002485355,1.417550481,997.2375,0.07246,0.000943923,50,6,3722.108689,68.73308201
0.002445189,1.226051341,997.2375,0.07246,0.000943923,50,25,3167.25537,50.58595711
0.002355778,1.601647579,1152.482,0.067671018,0.009228031,50,6,471.2229854,102.9200023
0.00232493,0.945920459,1199.2114,0.06689444,0.036419641,200,6,72.41434317,37.29278827
0.002533583,0.916677417,997.2375,0.07246,0.000943923,200,25,2453.656512,29.30006149
0.002312188,1.599602877,1230.239625,0.065701673,0.147132715,100,6,30.92543294,110.7798538
0.002311476,1.431053727,1230.745625,0.065787313,0.153762912,50,6,26.47658571,88.55791189
0.002494241,0.511851219,997.2375,0.07246,0.000943923,400,6,1348.789346,8.993445408
0.002261294,1.02089343,1230.6815,0.06577659,0.152918067,50,25,18.57908239,44.09528109
0.00248387,1.421731909,1045.32,0.071149,0.001613252,400,6,2288.197563,73.76404006
0.002392305,1.609075492,1152.32,0.06763525,0.009137186,800,25,485.460292,105.5284298
0.002360301,1.579147713,1230.1775,0.06569099,0.1463243,600,6,31.33584664,110.2236622
0.002386575,1.596183108,1152.32,0.06763525,0.009137186,600,25,480.4171376,103.5954174
0.002315232,1.484881793,1152.86,0.067755,0.009443533,400,25,419.6898766,86.85874428
0.002482893,1.417093989,1045.32,0.071149,0.001613252,800,6,2279.836626,73.25475967
0.002306028,0.521351589,1230.239625,0.065701673,0.147132715,100,6,10.05253784,11.73651724
0.002317093,0.54097082,1152.266,0.067623358,0.009107103,100,25,158.595118,11.55439364
0.002494077,1.180754269,1045.16375,0.071097813,0.001596807,400,6,1927.530764,51.11602547
0.002376633,1.425519994,1152.86,0.067755,0.009443533,200,6,413.5970452,82.17579439
0.002299167,1.424511402,1230.745625,0.065787313,0.153762912,50,6,26.21519386,87.28275629
0.002321134,1.205325748,1199.41435,0.06691931,0.036890972,800,25,90.9606991,60.44033562
0.002308333,0.537795313,1199.4826,0.06692756,0.037049434,400,6,40.19091849,11.96524314
0.002479592,0.983186688,997.2375,0.07246,0.000943923,50,25,2575.598999,32.98773303
0.002336452,1.414854408,1230.617625,0.065765873,0.152077865,400,6,26.75011472,87.51909586
0.002487562,0.957108295,997.2375,0.07246,0.000943923,50,6,2515.341942,31.36146534
0.002334462,0.996983593,1151.51,0.067458438,0.008696196,100,25,308.186195,39.60903312
0.00236526,0.944742999,1151.348,0.06742348,0.008610586,400,6,298.7902942,36.04970429
0.002476708,1.430573646,997.2375,0.07246,0.000943923,200,25,3743.234443,69.75823477
0.002575651,1.596339031,997.2375,0.07246,0.000943923,200,6,4343.843743,90.33115445
0.002358852,0.956729698,1151.51,0.067458438,0.008696196,100,6,298.8328658,36.85620916
0.002361369,1.002814798,1045.5042,0.07120927,0.00163321,50,25,1515.89235,34.86539403
0.00249808,1.414848781,1045.4432,0.07118932,0.00162653,200,6,2271.719886,73.43651507
0.002359489,1.430348879,1151.186,0.067388658,0.008525818,50,6,455.6899394,82.46329724
0.002325999,0.934333471,1230.554,0.06575516,0.151242279,600,6,17.68230891,38.00005769
0.00245246,1.463588008,997.2375,0.07246,0.000943923,50,25,3792.127153,72.30027806
0.002290481,1.23388462,1199.55115,0.06693579,0.037208576,100,25,91.11229032,62.49369105
0.002571292,0.902760107,997.2375,0.07246,0.000943923,600,6,2452.368465,28.84007039
0.002501525,0.512496515,997.2375,0.07246,0.000943923,200,6,1354.434088,9.042468938
0.002313091,0.52303483,1230.239625,0.065701673,0.147132715,100,6,10.11588414,11.8486066
0.002491575,1.412576453,997.2375,0.07246,0.000943923,600,25,3718.330992,68.42239044
0.002379499,1.437229275,1152.86,0.067755,0.009443533,200,6,417.4972507,83.63206983
0.002495443,0.516407315,997.2375,0.07246,0.000943923,600,6,1361.451125,9.158675554
0.002382708,1.599080002,1044.8112,0.07098212,0.001561216,100,25,2549.857762,89.68093191
0.00230063,0.530826495,1231.2015,0.06586251,0.159808968,600,6,9.408649383,12.11832918
0.002386783,1.601152655,1152.32,0.06763525,0.009137186,800,6,481.9548376,104.2505672
0.002357799,1.605444592,1152.32,0.06763525,0.009137186,400,25,477.3784064,103.5374429
0.002357957,1.212181888,1152.32,0.06763525,0.009137186,50,6,360.4659768,59.02981378
0.0024459,1.447388333,997.2375,0.07246,0.000943923,50,25,3740.123026,70.51949432
0.002495119,1.216687466,997.2375,0.07246,0.000943923,400,25,3207.246912,50.83345912
0.002303352,0.965918615,1199.2114,0.06689444,0.036419641,200,25,73.25898829,38.52539439
0.002526642,0.901665632,997.2375,0.07246,0.000943923,600,25,2406.862061,28.27059515
0.002265118,0.532266865,1231.2015,0.06586251,0.159808968,200,25,9.288555133,11.99611066
0.002559719,0.885184976,997.2375,0.07246,0.000943923,400,6,2393.80262,27.6032746
0.002324853,1.600284109,1044.8112,0.07098212,0.001561216,50,25,2489.817783,87.6352082
0.002286987,1.220127299,1199.55115,0.06693579,0.037208576,200,25,89.95900361,61.01469464
0.002379782,1.5385933,1045.5648,0.07122908,0.001639917,50,25,2334.479383,82.69485263
0.002527183,1.194349497,997.2375,0.07246,0.000943923,400,6,3188.820783,49.61348986
0.002493736,1.650434621,997.2375,0.07246,0.000943923,100,25,4348.213169,93.48617398
0.002428539,0.522214487,1045.10055,0.071077093,0.001590276,100,25,833.449844,9.738034035
0.002460205,1.210967697,1045.0688,0.07106668,0.001587021,800,25,1961.85123,53.05364183
0.002343837,1.220234659,1153.184,0.06782757,0.00963225,800,25,342.4062022,59.33439073
0.00244601,0.532373057,1045.16375,0.071097813,0.001596807,50,6,852.3269423,10.19104032
0.002555153,0.923158545,997.2375,0.07246,0.000943923,100,6,2492.040895,29.96882342
0.002340202,1.608420098,1199.2114,0.06689444,0.036419641,600,25,123.940383,108.5320399
0.002351843,1.230444304,1153.184,0.06782757,0.00963225,400,25,346.4504436,60.53751507
0.002304431,0.945822517,1230.6815,0.06577659,0.152918067,100,6,17.54123981,38.57068755
0.002304085,0.551783888,1199.4826,0.06692756,0.037049434,200,6,41.1604256,12.57261036
0.00255643,0.925163578,997.2375,0.07246,0.000943923,200,6,2498.702409,30.11419764
0.00242146,1.218127909,1045.16375,0.071097813,0.001596807,400,25,1930.643442,52.81912507
0.002534562,0.925767615,997.2375,0.07246,0.000943923,200,25,2478.945472,29.89559435
0.00229968,1.208115296,1230.302,0.06571236,0.147945596,600,25,23.10391444,62.841845
0.002319654,0.534026096,1199.3464,0.06691104,0.036733188,600,25,40.44563488,11.85755032
0.002316064,1.179614113,1230.302,0.06571236,0.147945596,100,6,22.71957202,60.33857961
0.002410899,0.541826133,1045.16375,0.071097813,0.001596807,50,25,855.0093466,10.40463969
0.002230869,0.951851971,1230.6815,0.06577659,0.152918067,50,25,17.08953678,37.81700669
0.002295132,0.514690408,1231.2015,0.06586251,0.159808968,600,25,9.100845153,11.36555555
0.002324132,1.251281849,1153.184,0.06782757,0.00963225,400,25,348.1663363,61.86762304
0.002465925,0.915625235,1045.32,0.071149,0.001613252,800,25,1463.001145,30.37357312
0.002532601,1.382995503,997.2375,0.07246,0.000943923,800,6,3700.408376,66.66665377
0.002280349,0.533545168,1231.2015,0.06586251,0.159808968,400,6,9.373470776,12.13485218
0.002561519,1.593548493,997.2375,0.07246,0.000943923,800,25,4312.45764,89.5217081
0.002427553,0.530008936,1045.10055,0.071077093,0.001590276,100,25,845.5463726,10.02682709
0.002588133,0.900927966,997.2375,0.07246,0.000943923,800,6,2463.421375,28.91125921
0.002264371,0.536642579,1231.2015,0.06586251,0.159808968,200,25,9.361828398,12.19013944
0.002307426,0.960731884,1151.348,0.06742348,0.008610586,400,25,296.4175382,36.36868837
0.002494096,1.655418515,997.2375,0.07246,0.000943923,100,25,4361.973089,94.06520884
0.002307527,1.453889211,1198.87915,0.06685259,0.035647434,200,25,112.8301747,87.47150688
0.002242678,1.522739742,1198.87915,0.06685259,0.035647434,50,25,114.8523264,93.2557272
0.002533348,0.943678185,997.2375,0.07246,0.000943923,200,25,2525.694787,31.04867112
0.002505006,0.95589344,997.2375,0.07246,0.000943923,50,6,2529.765633,31.50126567
0.00234531,1.643353354,1152.482,0.067671018,0.009228031,100,25,481.3448154,107.8682451
0.002489627,0.49453188,997.2375,0.07246,0.000943923,50,6,1300.740148,8.379595842
0.002328279,1.414707526,1198.74835,0.06683571,0.035343155,600,25,111.718334,83.57720885
0.002461889,1.21317965,1045.0688,0.07106668,0.001587021,800,25,1966.780607,53.28409649
0.002455827,1.196526472,1045.0688,0.07106668,0.001587021,800,25,1935.006322,51.70365814
0.002371571,1.203365905,1153.184,0.06782757,0.00963225,600,6,341.6682572,58.38803277
0.00236687,0.943265383,1151.348,0.06742348,0.008610586,800,6,298.5260205,35.96148578
0.002396574,1.606426207,1152.32,0.06763525,0.009137186,400,6,485.5256637,105.3688679
0.002194189,1.598233188,1199.7586,0.06696036,0.037690117,50,25,111.629924,100.4223739
0.002253897,0.591267498,1199.7586,0.06696036,0.037690117,50,25,42.42133874,14.11815958
0.002310477,1.19661225,1199.55115,0.06693579,0.037208576,400,25,89.13143044,59.28829787
0.002520249,0.908872487,997.2375,0.07246,0.000943923,400,25,2419.961419,28.6516497
0.002539651,0.918864438,997.2375,0.07246,0.000943923,600,25,2465.401166,29.51054802
0.002298156,1.634889936,1199.7586,0.06696036,0.037690117,100,25,119.6008657,110.0607718
0.002539262,0.914235196,997.2375,0.07246,0.000943923,600,25,2452.604052,29.20946562
0.002459001,1.211584755,1045.22655,0.071118393,0.001603365,100,6,1942.184457,53.05114153
0.002304215,0.56384056,1199.4826,0.06692756,0.037049434,400,25,42.06217165,13.12878661
0.002337766,0.978033873,1151.348,0.06742348,0.008610586,400,25,305.7234814,38.18600554
0.002304302,0.95156255,1199.0776,0.06687776,0.036108771,800,25,72.8133956,37.40930278
0.002309116,1.624028962,1199.2114,0.06689444,0.036419641,800,25,123.4808439,109.1789717
0.002428015,1.22748328,1045.16375,0.071097813,0.001596807,400,25,1950.737145,53.77873395
0.002376498,1.203016491,1153.184,0.06782757,0.00963225,600,6,342.2787249,58.47537214
0.002342157,0.539555277,1152.158,0.067599618,0.009047234,400,6,160.9341444,11.62132698
0.00227454,0.535906654,1230.239625,0.065701673,0.147132715,50,6,10.1920868,12.23165114
0.002279129,0.56928163,1199.7586,0.06696036,0.037690117,100,25,41.30117719,13.23424926
0.00231919,1.597424325,1199.2114,0.06689444,0.036419641,600,6,121.9879078,106.0920196
0.002467474,0.936494535,1045.3818,0.07116923,0.001619878,400,6,1491.250574,31.78672514
0.002320776,0.940114961,1230.6815,0.06577659,0.152918067,200,6,17.5590534,38.37686634
0.002296304,0.551862943,1199.7586,0.06696036,0.037690117,50,6,40.33917955,12.53048853
0.002296605,0.962974375,1199.2114,0.06689444,0.036419641,50,6,72.82175376,38.17873241
0.002552556,0.922260461,997.2375,0.07246,0.000943923,200,6,2487.086768,29.88014913
0.002309778,0.581861121,1152.266,0.067623358,0.009107103,200,25,170.0442897,13.32492879
0.002291209,1.418454064,1198.87915,0.06685259,0.035647434,50,6,109.3017531,82.67085657
0.002351105,0.951280889,1151.51,0.067458438,0.008696196,50,6,296.1551374,36.31793035
0.002309218,0.960329602,1199.0776,0.06687776,0.036108771,800,25,73.64101687,38.18309086
0.002310714,0.547852601,1199.7586,0.06696036,0.037690117,50,6,40.29734075,12.42652867
0.002525349,0.959830367,997.2375,0.07246,0.000943923,50,25,2560.813087,32.0192091
0.002583731,1.592460744,997.2375,0.07246,0.000943923,200,6,4346.883514,90.17475509
0.002220965,1.421100211,1151.186,0.067388658,0.008525818,50,25,426.1631651,76.62136571
0.002323132,0.946985711,1199.0776,0.06687776,0.036108771,600,6,73.05534071,37.35307714
0.002536312,1.37737384,997.2375,0.07246,0.000943923,800,6,3690.766598,66.22266374
0.002509051,1.405757643,997.2375,0.07246,0.000943923,200,6,3726.335019,68.23867495
0.002522204,1.184912046,997.2375,0.07246,0.000943923,800,25,3157.391312,48.73632278
0.002363081,1.585971134,1230.1775,0.06569099,0.1463243,400,6,31.50831262,111.3092027
0.002431116,0.994747436,1045.3818,0.07116923,0.001619878,200,25,1560.670744,35.33572721
0.002271564,0.537294997,1231.2015,0.06586251,0.159808968,800,25,9.402984696,12.25861471
0.002584881,0.902492214,997.2375,0.07246,0.000943923,800,6,2464.597549,28.97528457
0.002341705,1.420791783,1198.87915,0.06685259,0.035647434,400,6,111.8947706,84.77157672
0.002526829,1.629874139,997.2375,0.07246,0.000943923,200,25,4351.028057,92.38132493
0.002219111,1.686399076,1230.239625,0.065701673,0.147132715,50,25,31.29102661,118.1715659
0.002361228,1.577509743,1230.1775,0.06569099,0.1463243,600,6,31.31563755,110.0383211
0.002465251,0.534823601,997.2375,0.07246,0.000943923,100,25,1392.944357,9.704710081
0.002450274,1.193676603,1045.22655,0.071118393,0.001603365,50,6,1906.686695,51.31170862
0.002393632,1.607596366,1152.482,0.067671018,0.009228031,200,6,480.5731852,105.3520303
0.002374861,0.950265087,1151.348,0.06742348,0.008610586,600,6,301.7566191,36.62040282
0.002487449,1.59182024,997.2375,0.07246,0.000943923,400,25,4183.216385,86.74462743
0.002528678,1.583017937,1044.68,0.070939,0.001548471,800,6,2700.595125,93.31755499
0.002444939,0.95757086,1045.5042,0.07120927,0.00163321,50,6,1498.727642,32.91539881
0.002314277,1.217944359,1199.55115,0.06693579,0.037208576,200,6,90.86956645,61.52201706
0.002237458,0.587311749,1230.239625,0.065701673,0.147132715,50,25,10.98763091,14.45125531
0.002464459,1.640956544,1044.68,0.070939,0.001548471,400,25,2728.342669,97.7268795
0.002293441,0.931682005,1230.554,0.06575516,0.151242279,800,25,17.38532263,37.25579518
0.002255908,1.602425835,1152.482,0.067671018,0.009228031,50,25,451.4652428,98.65261874
0.002493325,1.186045598,1045.16375,0.071097813,0.001596807,200,6,1935.584748,51.5596324
0.002325207,1.248606434,1152.32,0.06763525,0.009137186,100,25,366.1406003,61.76078404
0.002145402,1.417901089,1230.745625,0.065787313,0.153762912,50,25,24.34844943,80.69129668
0.00248962,1.206684833,997.2375,0.07246,0.000943923,600,25,3173.868388,49.89086129
0.002475618,1.422285997,1045.32,0.071149,0.001613252,600,25,2281.484306,73.57629
0.002297102,1.473624028,1198.87915,0.06685259,0.035647434,400,25,113.84504,89.45628167
0.002360033,1.230605873,1153.184,0.06782757,0.00963225,600,25,347.7026435,60.76429792
0.002175802,1.416218457,1230.745625,0.065787313,0.153762912,50,25,24.66416121,81.64057396
0.002342429,1.231116398,1153.184,0.06782757,0.00963225,200,25,345.252151,60.36108221
0.002323065,1.600857071,1044.8112,0.07098212,0.001561216,50,25,2488.793055,87.63050424
0.002557769,1.183337593,997.2375,0.07246,0.000943923,800,6,3197.658473,49.29228746
0.002252788,1.606215623,1230.239625,0.065701673,0.147132715,100,25,30.25551923,108.8281582
0.002354769,0.954887392,1151.51,0.067458438,0.008696196,100,6,297.7411659,36.65085347
0.002302131,0.547402349,1199.4826,0.06692756,0.037049434,200,6,40.79896315,12.36324193
0.002290395,1.206936855,1199.55115,0.06693579,0.037208576,50,6,89.11906431,59.79155231
0.002349706,1.610744821,1152.482,0.067671018,0.009228031,100,6,472.6778865,103.8241509
0.002182455,1.600399829,1230.239625,0.065701673,0.147132715,50,25,29.20480057,104.6683949
0.002297991,1.574491114,1230.1775,0.06569099,0.1463243,600,6,30.41864015,106.6818791
0.002457208,0.530832045,997.2375,0.07246,0.000943923,100,25,1378.037605,9.529199845
0.002387365,1.607569858,1152.32,0.06763525,0.009137186,600,25,484.0044212,105.113507
0.002328959,0.996272355,1151.51,0.067458438,0.008696196,100,25,307.2404293,39.45931044
0.002267663,0.528635734,1231.2015,0.06586251,0.159808968,800,25,9.235556092,11.84629207
0.002460604,0.519199424,1044.97295,0.071035233,0.001577294,800,6,846.3854161,9.757561353
0.002331067,1.47573713,1151.186,0.067388658,0.008525818,100,25,464.4866443,86.72244444
0.002318619,1.227990762,1153.184,0.06782757,0.00963225,400,25,340.8751511,59.44453739
0.002452891,0.522476112,1044.97295,0.071035233,0.001577294,800,25,849.0572997,9.850138946
0.002316622,1.213065786,1199.55115,0.06693579,0.037208576,100,6,90.59728134,61.09197715
0.002299712,1.63658081,1199.7586,0.06696036,0.037690117,100,25,119.8056726,110.3632665
0.002333659,1.424526567,1198.87915,0.06685259,0.035647434,100,6,111.8034158,84.9250203
0.002484641,1.589770888,997.2375,0.07246,0.000943923,400,25,4173.114577,86.42374517
0.002345899,1.574629818,1199.7586,0.06696036,0.037690117,100,6,117.5856148,104.2179138
0.00242781,0.990296617,1045.3818,0.07116923,0.001619878,200,25,1551.574607,34.97259629
0.002309225,1.434593839,1198.74835,0.06683571,0.035343155,600,25,112.3615861,85.24002554
0.002303087,0.540370181,1199.3464,0.06691104,0.036733188,800,25,40.63382032,12.05424101
0.002495038,1.207283379,997.2375,0.07246,0.000943923,600,25,3182.353477,50.04905392
0.002486484,1.412545496,1045.32,0.071149,0.001613252,400,6,2275.805632,72.89052495
0.0023304,0.933423928,1230.554,0.06575516,0.151242279,600,6,17.69851706,37.99786396
0.002328863,0.944934899,1199.2114,0.06689444,0.036419641,400,6,72.46126363,37.27807115
0.00235975,1.415001945,1198.87915,0.06685259,0.035647434,200,6,112.2975427,84.73002292
0.002318633,1.428763376,1230.745625,0.065787313,0.153762912,200,6,26.51606211,88.54800599
0.002480663,1.200719434,1045.0688,0.07106668,0.001587021,600,25,1961.424793,52.59322135
0.002494739,1.427271455,1045.32,0.071149,0.001613252,600,6,2307.165578,74.66529908
0.002228058,0.588201213,1230.239625,0.065701673,0.147132715,50,25,10.95803882,14.43416194
0.002511782,1.396505443,997.2375,0.07246,0.000943923,400,6,3705.839876,67.41670412
0.002309665,1.206079642,1199.55115,0.06693579,0.037208576,400,25,89.80505404,60.20900178
0.002515874,1.401229334,997.2375,0.07246,0.000943923,400,6,3724.433073,67.98414322
0.002302747,0.957975753,1230.6815,0.06577659,0.152918067,400,25,17.75365014,39.5393586
0.002317044,0.944827726,1230.6815,0.06577659,0.152918067,100,6,17.61869879,38.70026207
0.002488074,1.427633763,997.2375,0.07246,0.000943923,50,6,3752.684658,69.79062954
0.002534659,0.943242289,997.2375,0.07246,0.000943923,400,25,2525.833788,31.03603736
0.00251895,1.18732808,997.2375,0.07246,0.000943923,800,25,3159.7469,48.87213021
0.002357917,1.443908831,1151.186,0.067388658,0.008525818,100,6,459.7034034,83.97823973
0.002330384,1.610205713,1199.41435,0.06691931,0.036890972,400,25,121.9994807,108.2948962
0.002310031,1.459259631,1198.87915,0.06685259,0.035647434,100,25,113.3698149,88.2145128
0.002337894,0.977978753,1151.348,0.06742348,0.008610586,200,25,305.723072,38.18380233
0.002312661,0.94010659,1230.6815,0.06577659,0.152918067,200,6,17.49749927,38.24199379
0.002451172,1.653359828,1044.68,0.070939,0.001548471,400,25,2734.143289,98.67489855
0.002285568,0.563480139,1199.7586,0.06696036,0.037690117,100,25,40.99578568,13.00252019
0.002480911,1.20967237,997.2375,0.07246,0.000943923,200,25,3170.596487,49.96282302
0.002346845,1.407836736,1198.74835,0.06683571,0.035343155,800,25,112.0622835,83.42736176
0.002365345,1.432152597,1152.86,0.067755,0.009443533,400,6,413.5478851,82.54832581
0.002465687,0.94787548,1045.3818,0.07116923,0.001619878,400,6,1508.280008,32.54042186
0.00240877,0.991532218,1045.4432,0.07118932,0.00162653,100,25,1535.113249,34.77719136
0.002480666,1.408382057,1045.32,0.071149,0.001613252,800,25,2263.788086,72.29191328
0.00231798,1.599023714,1199.41435,0.06691931,0.036890972,200,6,120.5074267,106.2275979
0.002482112,1.407834025,1045.32,0.071149,0.001613252,800,25,2264.226354,72.27777312
0.002303659,1.208871257,1230.302,0.06571236,0.147945596,200,25,23.15836675,63.02936845
0.002455695,0.51964096,1045.10055,0.071077093,0.001590276,400,6,838.6162147,9.750110443
0.002456731,0.915986828,1045.32,0.071149,0.001613252,800,25,1458.121868,30.2842287
0.002473716,0.536893722,997.2375,0.07246,0.000943923,50,25,1403.137456,9.813564425
0.002337434,0.940825671,1045.5042,0.07120927,0.00163321,50,25,1407.771902,30.37714359
0.002395621,1.60289869,1152.32,0.06763525,0.009137186,800,6,484.266985,104.8649318
0.002385641,1.426369649,1152.86,0.067755,0.009443533,600,6,415.4122399,82.58564185
0.002346198,1.414388513,1230.617625,0.065765873,0.152077865,400,6,26.85286017,87.82632129
0.002508522,1.177412701,1045.0688,0.07106668,0.001587021,800,6,1944.951937,51.13922732
0.002285142,0.96023184,1230.554,0.06575516,0.151242279,600,25,17.85322776,39.43085764
