Droplet diameter [m],Impact velocity [m/s],Density [kg/m3],Surface Tension [N/m],Dynamic Viscosity [Pa s],Distance between adjacent laser beam passes [µm],Average depth of micro-channels [µm],Reynolds number,Weber number
0.002504648,0.518688686,997.2375,0.07246,0.000943923,800,6,1372.510181,9.273861026
0.002333521,0.536005948,1152.266,0.067623358,0.009107103,100,6,158.2537096,11.42370589
0.002318847,0.922402181,1230.6815,0.06577659,0.152918067,400,6,17.21389779,36.91364971
0.002317474,1.21045537,1199.55115,0.06693579,0.037208576,50,6,90.4355744,60.85170401
0.002327442,0.54413781,1199.3464,0.06691104,0.036733188,600,6,41.34983729,12.35217822
0.002528107,1.196232843,997.2375,0.07246,0.000943923,600,6,3195.016782,49.78827726
0.002459803,1.211204137,1045.22655,0.071118393,0.001603365,50,6,1942.208161,53.03512287
0.002476907,1.2185812,997.2375,0.07246,0.000943923,100,25,3188.792532,50.61963061
0.002294872,0.962839757,1199.0776,0.06687776,0.036108771,600,25,73.37481982,38.14451089
0.002496255,1.426300759,1045.32,0.071149,0.001613252,600,6,2306.9972,74.6090734
0.002341542,1.635632235,1152.32,0.06763525,0.009137186,400,25,483.0012323,106.7267397
0.0023614,0.945501916,1151.348,0.06742348,0.008610586,800,6,298.5423551,36.04872481
0.002502002,0.957970736,997.2375,0.07246,0.000943923,50,6,2532.222529,31.60038287
0.002321419,1.604932096,1230.239625,0.065701673,0.147132715,200,25,31.15233958,111.9644506
0.002449103,1.465253718,997.2375,0.07246,0.000943923,50,25,3791.245077,72.3657263
0.002360112,1.624437108,1152.482,0.067671018,0.009228031,100,6,478.807199,106.0644716
0.00232835,0.951369735,1199.2114,0.06689444,0.036419641,400,6,72.93865365,37.77919632
0.002326246,1.469462375,1151.186,0.067388658,0.008525818,100,25,461.5551154,85.80869846
0.002478329,0.946162298,1045.32,0.071149,0.001613252,800,6,1519.398157,32.5964796
0.002531127,1.631807323,997.2375,0.07246,0.000943923,200,25,4363.598836,92.75811808
0.002532526,0.918938639,997.2375,0.07246,0.000943923,100,25,2458.682349,29.43250116
0.002402932,1.408158644,1152.86,0.067755,0.009443533,800,25,413.0808485,81.0736669
0.002481156,1.217584314,997.2375,0.07246,0.000943923,200,25,3191.649031,50.62352781
0.002418127,0.55653373,1045.16375,0.071097813,0.001596807,50,25,880.8510817,11.0100735
0.002292678,1.24284274,1199.55115,0.06693579,0.037208576,100,25,91.86180005,63.46522037
0.002452606,0.529282777,1044.97295,0.071035233,0.001577294,800,25,860.0187668,10.10728723
0.002317731,1.602898284,1230.1775,0.06569099,0.1463243,600,25,31.23347654,111.5159373
0.002299148,1.446292038,1198.87915,0.06685259,0.035647434,50,6,111.8330319,86.24543728
0.00247781,1.416541339,1045.32,0.071149,0.001613252,600,25,2274.282022,73.04778253
0.002298683,0.530559438,1231.2015,0.06586251,0.159808968,600,6,9.395959605,12.09589629
0.002375873,1.423107004,1152.86,0.067755,0.009443533,600,6,412.7650323,81.87166549
0.002420373,0.995665946,1045.4432,0.07118932,0.00162653,100,25,1548.939203,35.23670414
0.002473932,1.422133948,1045.32,0.071149,0.001613252,400,25,2279.68762,73.51048868
0.002310617,1.437494022,1230.745625,0.065787313,0.153762912,200,25,26.58586104,89.32360174
0.002448903,0.522347703,1045.10055,0.071077093,0.001590276,100,6,840.6531638,9.824703301
0.002357467,1.193631065,1045.22655,0.071118393,0.001603365,50,25,1834.3988,49.36445309
0.002539291,1.200557613,997.2375,0.07246,0.000943923,200,6,3220.754239,50.37079749
0.002503922,0.508260876,997.2375,0.07246,0.000943923,800,25,1344.527154,8.902141484
0.002474481,1.429072525,1045.5648,0.07122908,0.001639917,100,6,2254.589381,74.17991386
0.002480818,1.41978587,997.2375,0.07246,0.000943923,200,25,3721.172584,68.82415627
0.002293094,0.950227494,1230.554,0.06575516,0.151242279,600,25,17.72870134,38.74787513
0.002329924,1.191356283,1230.302,0.06571236,0.147945596,200,6,23.08304732,61.91413046
0.002194789,0.542370761,1199.4826,0.06692756,0.037049434,400,6,38.53908744,11.57109024
0.002327345,1.186058524,1230.302,0.06571236,0.147945596,200,6,22.95496052,61.29677785
0.002526901,1.193467463,997.2375,0.07246,0.000943923,400,6,3186.111197,49.53472384
0.002528468,1.194056742,997.2375,0.07246,0.000943923,400,6,3189.660582,49.61439163
0.002218511,0.539528232,1152.158,0.067599618,0.009047234,600,6,152.4305264,11.0067146
0.002533843,1.197086011,997.2375,0.07246,0.000943923,600,6,3204.550624,49.97245967
0.002473188,1.423544648,1045.5648,0.07122908,0.001639917,100,6,2244.694096,73.56866158
0.002259049,0.534522588,1231.2015,0.06586251,0.159808968,200,25,9.302929706,12.06559299
0.002323733,1.603768851,1199.41435,0.06691931,0.036890972,200,6,121.1649649,107.1241721
0.002295259,0.546279602,1199.4826,0.06692756,0.037049434,200,25,40.59374185,12.27582402
0.002438833,1.459771295,1045.4432,0.07118932,0.00162653,200,25,2288.259527,76.31982278
0.002298654,0.54738466,1199.3464,0.06691104,0.036733188,800,6,41.08206839,12.34541699
0.002542535,0.940094938,997.2375,0.07246,0.000943923,200,25,2525.229035,30.92507221
0.002301321,0.530401571,1231.2015,0.06586251,0.159808968,600,6,9.403944254,12.10257317
0.002512974,1.59428574,1044.68,0.070939,0.001548471,400,6,2702.926942,94.06293055
0.002368533,1.216782978,1152.32,0.06763525,0.009137186,50,6,363.4572206,59.74557838
0.002345999,0.541050403,1152.158,0.067599618,0.009047234,800,6,161.6448205,11.70499139
0.002256567,1.600858562,1152.482,0.067671018,0.009228031,50,25,451.1555611,98.48852595
0.002534303,1.377269157,997.2375,0.07246,0.000943923,600,6,3687.562399,66.16014276
0.002343026,1.23122901,1153.184,0.06782757,0.00963225,200,25,345.3718029,60.38752435
0.002485907,1.413765208,997.2375,0.07246,0.000943923,50,6,3712.993728,68.38167572
0.002538095,1.204815638,997.2375,0.07246,0.000943923,200,6,3230.654013,50.70482398
0.002480544,1.218277176,997.2375,0.07246,0.000943923,200,25,3192.677113,50.6686509
0.002369073,1.384866624,1198.74835,0.06683571,0.035343155,800,25,111.2779493,81.49178126
0.002509909,1.403909986,997.2375,0.07246,0.000943923,200,6,3722.711161,68.08271063
0.002264283,0.512710908,1231.2015,0.06586251,0.159808968,800,25,8.943988959,11.12670775
0.002303173,0.541646257,1199.7586,0.06696036,0.037690117,100,6,39.71081175,12.1069353
0.002453099,1.46657021,997.2375,0.07246,0.000943923,100,25,3800.844135,72.61413251
0.002490229,0.503792268,997.2375,0.07246,0.000943923,200,6,1325.417821,8.698463341
0.00236191,0.958619374,1151.51,0.067458438,0.008696196,50,6,299.811222,37.04990812
0.002558791,0.885633528,997.2375,0.07246,0.000943923,400,6,2394.147275,27.62123835
0.002487457,0.528422337,997.2375,0.07246,0.000943923,100,6,1388.669176,9.559126235
0.002512028,1.574347366,1044.8112,0.07098212,0.001561216,50,6,2646.671288,91.64621505
0.0023115,0.952274446,1199.2114,0.06689444,0.036419641,100,6,72.47964168,37.57714743
0.002313724,1.194854507,1230.302,0.06571236,0.147945596,50,6,22.9898593,61.84524524
0.002167683,1.596608262,1230.239625,0.065701673,0.147132715,50,25,28.9384097,103.4679528
0.002329034,1.416675084,1045.5648,0.07122908,0.001639917,50,25,2103.657756,68.61355783
0.002492018,1.185628643,1045.16375,0.071097813,0.001596807,400,6,1933.890119,51.49638137
0.002385868,1.605039909,1152.32,0.06763525,0.009137186,600,6,482.9397667,104.7172302
0.002308203,0.543497379,1199.4826,0.06692756,0.037049434,400,6,40.61476313,12.2196274
0.002480091,0.519669599,997.2375,0.07246,0.000943923,600,25,1361.623057,9.217697297
0.002319305,1.219385947,1199.55115,0.06693579,0.037208576,200,25,91.17477094,61.80171513
0.002327227,1.602034054,1199.2114,0.06689444,0.036419641,600,6,122.7638662,107.0749651
0.002517831,0.900628084,997.2375,0.07246,0.000943923,100,25,2395.708878,28.1072115
0.002397608,1.60405159,1152.32,0.06763525,0.009137186,400,6,485.0172884,105.1029472
0.002237903,1.008205843,1230.6815,0.06577659,0.152918067,50,25,18.158387,42.56120581
0.002416444,0.993799167,1045.4432,0.07118932,0.00162653,100,25,1543.525185,35.04770649
0.002482151,1.411015764,1045.32,0.071149,0.001613252,800,25,2269.379283,72.60598421
0.002366452,1.613313183,1152.482,0.067671018,0.009228031,200,25,476.8057074,104.8978259
0.002318546,0.935909996,1230.554,0.06575516,0.151242279,800,6,17.65539056,38.00622985
0.002464177,0.957527943,1045.32,0.071149,0.001613252,600,25,1528.86905,33.19366532
0.002331348,1.254887733,1153.184,0.06782757,0.00963225,400,25,350.2537653,62.41790606
0.002363225,0.947020458,1151.348,0.06742348,0.008610586,800,6,299.2528786,36.19255443
0.002300622,1.209028268,1230.302,0.06571236,0.147945596,400,25,23.1308428,62.96263409
0.002463973,1.214138435,1045.22655,0.071118393,0.001603365,100,6,1950.214018,53.38274971
0.002536244,1.613496308,997.2375,0.07246,0.000943923,600,25,4323.355813,90.87139381
0.002512856,0.918852117,997.2375,0.07246,0.000943923,400,25,2439.356091,29.19840015
0.002303564,0.554069738,1199.4826,0.06692756,0.037049434,400,25,41.32159728,12.67412879
0.002532872,1.389708561,997.2375,0.07246,0.000943923,600,6,3718.767686,67.32262096
0.002458479,1.199155245,1045.0688,0.07106668,0.001587021,800,25,1941.351325,51.98716317
0.002432607,0.970911639,1045.5042,0.07120927,0.00163321,100,6,1511.942824,33.66825112
0.002303041,0.57826209,1152.266,0.067623358,0.009107103,200,25,168.4996143,13.12221466
0.002558957,1.184507665,997.2375,0.07246,0.000943923,800,6,3202.306388,49.41274615
0.002461355,0.503702475,997.2375,0.07246,0.000943923,400,25,1309.816081,8.594539988
0.002327197,0.939084295,1230.554,0.06575516,0.151242279,600,6,17.78136528,38.40723622
0.002320028,1.210341586,1199.55115,0.06693579,0.037208576,100,6,90.5267432,60.90732321
0.002450979,0.531518317,1045.10055,0.071077093,0.001590276,200,6,856.1372662,10.18133061
0.002318018,1.186786194,1230.302,0.06571236,0.147945596,100,6,22.87699993,61.12607824
0.002392637,1.609469269,1152.482,0.067671018,0.009228031,200,6,480.9330622,105.5537537
0.002521034,1.588281635,1044.68,0.070939,0.001548471,800,6,2701.384714,93.65522001
0.002466875,0.975795597,997.2375,0.07246,0.000943923,50,25,2543.126812,32.32697777
0.002218887,0.945721988,1230.6815,0.06577659,0.152918067,50,25,16.88828245,37.13098036
0.002545859,1.591278123,997.2375,0.07246,0.000943923,50,6,4279.98706,88.72107228
0.002268891,0.524072201,1230.239625,0.065701673,0.147132715,100,25,9.942262609,11.66834272
0.002357294,1.602852013,1152.482,0.067671018,0.009228031,50,6,471.8807605,103.1411708
0.002343921,1.415192606,1198.87915,0.06685259,0.035647434,200,6,111.5592884,84.18434169
0.002327474,1.438184203,1230.617625,0.065765873,0.152077865,800,25,27.08672416,90.08166828
0.002545781,1.604645447,997.2375,0.07246,0.000943923,100,6,4315.807716,90.21513621
0.002489466,0.525848557,997.2375,0.07246,0.000943923,100,6,1383.021445,9.473879013
0.002257227,0.953748681,1151.51,0.067458438,0.008696196,50,25,285.0673613,35.04890826
0.002301264,1.197821651,1230.302,0.06571236,0.147945596,50,6,22.92283436,61.81807134
0.00231968,1.436530629,1198.87915,0.06685259,0.035647434,200,25,112.0701771,85.84499558
0.002304777,0.971998258,1199.2114,0.06689444,0.036419641,400,25,73.76568976,39.0360203
0.002358508,1.225371685,1153.184,0.06782757,0.00963225,600,25,345.9999337,60.2095477
0.002473937,1.426534009,997.2375,0.07246,0.000943923,200,25,3728.489035,69.28723553
0.00223644,0.538269892,1199.3464,0.06691104,0.036733188,600,25,39.3045997,11.61460127
0.002463493,1.216148503,1045.22655,0.071118393,0.001603365,100,6,1953.061512,53.54920037
0.002320638,0.985824503,1151.348,0.06742348,0.008610586,400,25,305.9009836,38.51252744
0.002361516,1.209496198,1153.184,0.06782757,0.00963225,200,6,341.9528297,58.73435686
0.002314703,1.193396619,1230.302,0.06571236,0.147945596,50,6,22.97152025,61.72051158
0.002340294,1.22736585,1153.184,0.06782757,0.00963225,200,25,343.8866171,59.93918295
0.002479238,0.940165268,1045.3818,0.07116923,0.001619878,600,6,1504.233237,32.18913448
0.002365091,1.430334685,1152.86,0.067755,0.009443533,400,6,412.9785445,82.33004066
0.002316281,0.557327918,1152.158,0.067599618,0.009047234,400,25,164.3986796,12.26254756
0.002565087,0.889042278,997.2375,0.07246,0.000943923,600,6,2409.276327,27.90276627
0.002479949,0.945898292,1045.32,0.071149,0.001613252,800,6,1519.967209,32.59958903
0.002329945,1.414968497,1230.617625,0.065765873,0.152077865,400,6,26.67777513,87.28945852
0.002303093,0.965869654,1199.2114,0.06689444,0.036419641,200,25,73.24703358,38.51715515
0.002320507,0.539698875,1152.266,0.067623358,0.009107103,100,25,158.4553763,11.51706974
0.00234476,1.416982407,1230.617625,0.065765873,0.152077865,600,6,26.88561495,88.0947148
0.002551238,0.915043001,997.2375,0.07246,0.000943923,800,25,2466.348539,29.39911029
0.002371352,1.619495268,1152.482,0.067671018,0.009228031,200,25,479.6239318,105.9221745
0.002278167,0.530185433,1231.2015,0.06586251,0.159808968,200,6,9.305532834,11.97104068
0.002346579,1.422449704,1230.617625,0.065765873,0.152077865,600,6,27.0102864,88.84470089
0.002364182,1.198775741,1152.32,0.06763525,0.009137186,100,6,357.4204757,57.88375772
0.002457728,1.45470592,1045.32,0.071149,0.001613252,400,25,2316.626837,76.41256088
0.002462411,0.511564347,997.2375,0.07246,0.000943923,200,25,1330.83058,8.868726744
0.002443015,0.963274022,1045.5042,0.07120927,0.00163321,100,6,1506.467393,33.28243302
0.002576503,1.598056665,997.2375,0.07246,0.000943923,200,6,4349.955539,90.5555821
0.002345343,0.953386923,1151.51,0.067458438,0.008696196,50,6,296.083295,36.38950473
0.002270732,0.541052128,1230.239625,0.065701673,0.147132715,50,6,10.27271851,12.4467888
0.002312677,1.443754779,1230.617625,0.065765873,0.152077865,600,25,27.0187711,90.20371997
0.002336994,0.957182982,1151.51,0.067458438,0.008696196,50,6,296.2040021,36.54928953
0.002359566,1.617106131,1152.482,0.067671018,0.009228031,200,25,476.5359871,105.0849656
0.002505515,1.208092764,997.2375,0.07246,0.000943923,100,6,3197.859183,50.3266303
0.002395497,1.603488013,1152.32,0.06763525,0.009137186,800,6,484.4199044,104.9366124
0.002337182,1.595018112,1199.41435,0.06691931,0.036890972,400,6,121.201301,106.5716144
0.002491255,1.594284617,997.2375,0.07246,0.000943923,400,25,4196.102867,87.14655342
0.00244442,0.526662415,1045.10055,0.071077093,0.001590276,100,6,846.0453181,9.969396199
0.002326493,1.425279966,1230.617625,0.065765873,0.152077865,800,25,26.83237552,88.43511103
0.002321389,1.19934939,1199.41435,0.06691931,0.036890972,600,25,90.51963892,59.84903818
0.002476558,1.433125116,1045.5648,0.07122908,0.001639917,100,6,2262.880192,74.66383032
0.002324031,0.945028669,1199.0776,0.06687776,0.036108771,800,6,72.93257685,37.21324394
0.002375993,1.198830964,1153.184,0.06782757,0.00963225,600,6,341.0154045,58.05684852
0.00233104,0.935998901,1230.554,0.06575516,0.151242279,800,6,17.7522161,38.21829341
0.002364985,1.212510193,1153.184,0.06782757,0.00963225,200,6,343.3085491,59.11416032
0.002303618,1.425666061,1198.74835,0.06683571,0.035343155,600,25,111.3912212,83.97799953
0.002499594,1.413821199,1045.4432,0.07118932,0.00162653,200,6,2271.445442,73.37431402
0.002471691,0.510800884,997.2375,0.07246,0.000943923,600,25,1333.852732,8.875600725
0.002467848,0.517512189,1044.97295,0.071035233,0.001577294,800,6,846.1186026,9.722786393
0.002284837,0.977463047,1230.6815,0.06577659,0.152918067,200,25,17.97390667,40.84418887
0.002445888,0.52969059,1045.10055,0.071077093,0.001590276,200,6,851.4209714,10.09042605
0.002433132,1.241915667,1045.16375,0.071097813,0.001596807,200,25,1977.833102,55.166824
0.002492494,1.184721363,1045.0688,0.07106668,0.001587021,600,6,1944.520724,51.44526012
0.002498408,1.410071264,997.2375,0.07246,0.000943923,100,6,3721.914547,68.36686944
0.002295259,0.55102858,1199.4826,0.06692756,0.037049434,200,25,40.94663588,12.49018687
0.002254906,0.589763407,1230.239625,0.065701673,0.147132715,50,25,11.11953922,14.68579416
0.002320219,0.94649149,1199.0776,0.06687776,0.036108771,600,6,72.92564275,37.26730323
0.002322961,1.654875371,1230.1775,0.06569099,0.1463243,400,25,32.31904785,119.1336637
0.002501092,0.960395862,997.2375,0.07246,0.000943923,50,6,2537.709663,31.74902897
0.002321805,0.940506177,1199.0776,0.06687776,0.036108771,600,6,72.51400859,36.82260877
0.002336436,1.191366332,1199.41435,0.06691931,0.036890972,600,6,90.49997006,59.43775563
0.002354556,0.954098723,1151.51,0.067458438,0.008696196,100,6,297.4683622,36.58702907
0.002309433,0.95230625,1199.2114,0.06689444,0.036419641,100,6,72.41726184,37.54606046
0.002504313,1.209028019,997.2375,0.07246,0.000943923,50,6,3198.799719,50.38040435
0.002277511,1.654649161,1230.239625,0.065701673,0.147132715,100,25,31.50989538,116.7577474
0.002340197,1.587066811,1230.1775,0.06569099,0.1463243,800,6,31.2247476,110.383661
0.002347607,1.465256747,1152.86,0.067755,0.009443533,200,25,419.9341083,85.76064745
0.002510846,1.593152583,1044.68,0.070939,0.001548471,200,6,2698.719077,93.84974293
0.0023642,0.945836517,1151.348,0.06742348,0.008610586,400,6,299.0021145,36.11701718
0.002331766,0.932496469,1230.554,0.06575516,0.151242279,800,6,17.69129182,37.94461213
0.002415298,1.499883606,1045.5648,0.07122908,0.001639917,100,25,2309.708911,79.75894599
0.002475278,1.620226258,1044.68,0.070939,0.001548471,600,25,2705.701245,95.69154005
0.002380257,1.402282763,1152.86,0.067755,0.009443533,600,25,407.4755082,79.63982117
0.002472129,1.418721587,1045.5648,0.07122908,0.001639917,50,6,2236.131034,73.03970727
0.002319547,0.516311842,1152.266,0.067623358,0.009107103,100,6,151.5262278,10.53618537
0.002301478,1.208977592,1230.302,0.06571236,0.147945596,600,25,23.1384775,62.98077597
0.002303018,1.205915664,1230.302,0.06571236,0.147945596,400,25,23.09531597,62.70408303
0.002343932,1.456410785,1152.86,0.067755,0.009443533,200,25,416.7455217,84.59564354
0.002588668,0.907070124,997.2375,0.07246,0.000943923,800,6,2480.728938,29.31287457
0.00236105,1.221510712,1153.184,0.06782757,0.00963225,600,25,345.2815003,59.89521088
0.002247347,1.509649803,1198.87915,0.06685259,0.035647434,50,25,114.1020849,91.85014126
0.002385389,1.426054617,1152.86,0.067755,0.009443533,600,6,415.2765994,82.54044178
0.002589662,0.909153017,997.2375,0.07246,0.000943923,800,6,2487.379954,29.45895575
0.002342875,0.540624391,1152.158,0.067599618,0.009047234,800,6,161.3024785,11.67100505
0.002327321,0.516481288,1152.266,0.067623358,0.009107103,100,6,152.0839626,10.57843731
0.002423892,0.982229254,1045.3818,0.07116923,0.001619878,200,25,1536.451759,34.34960201
0.002568789,1.606847834,997.2375,0.07246,0.000943923,800,25,4360.789954,91.28053021
0.002346126,0.542683658,1152.158,0.067599618,0.009047234,800,6,162.1415195,11.77640039
0.002292862,0.544427435,1199.7586,0.06696036,0.037690117,100,6,39.73601568,12.17682404
0.002373763,1.438430372,1152.86,0.067755,0.009443533,200,6,416.8389022,83.56997235
0.002389068,1.609725559,1152.32,0.06763525,0.009137186,800,25,484.9992484,105.470802
0.00249408,0.510800728,997.2375,0.07246,0.000943923,400,6,1345.934645,8.955992344
0.002300716,0.95307945,1230.6815,0.06577659,0.152918067,50,6,17.64732989,39.10169245
0.002298207,0.966018298,1199.2114,0.06689444,0.036419641,50,6,73.102898,38.44727704
0.002356705,1.608395879,1152.482,0.067671018,0.009228031,100,6,473.3944981,103.8299195
0.002367098,1.218507581,1153.184,0.06782757,0.00963225,800,6,345.3148648,59.75372962
0.002455661,0.523726659,997.2375,0.07246,0.000943923,50,25,1358.736271,9.269964776
0.002326684,0.94427686,1199.2114,0.06689444,0.036419641,400,6,72.34304019,37.19133293
0.002316572,0.939849563,1230.6815,0.06577659,0.152918067,200,6,17.52229607,38.28571869
0.002531678,1.607653798,997.2375,0.07246,0.000943923,600,25,4299.946913,90.05210282
0.002324898,1.608453019,1199.41435,0.06691931,0.036890972,200,6,121.5797967,107.8048841
0.002310531,1.440525588,1230.617625,0.065765873,0.152077865,400,25,26.93332269,89.71732844
0.002477996,1.187229554,1045.0688,0.07106668,0.001587021,600,25,1937.302967,51.36281459
0.002327795,0.949344206,1199.2114,0.06689444,0.036419641,200,6,72.76599915,37.60952442
0.002354911,1.181226687,1199.41435,0.06691931,0.036890972,800,6,90.43924629,58.8923424
0.002406058,1.419058624,1152.86,0.067755,0.009443533,800,6,416.8199775,82.4407689
0.00230995,1.611956158,1230.239625,0.065701673,0.147132715,50,6,31.13409486,112.3886082
0.00241788,0.555757836,1045.16375,0.071097813,0.001596807,50,25,879.5330232,10.97827184
0.002293858,1.595668154,1199.7586,0.06696036,0.037690117,50,6,116.5132944,104.6472379
0.002435018,0.533976351,1045.10055,0.071077093,0.001590276,200,25,854.4954629,10.2087998
0.002522405,1.194061463,997.2375,0.07246,0.000943923,800,25,3182.024677,49.49581266
0.002485453,1.623240245,1044.8112,0.07098212,0.001561216,100,6,2699.99626,96.39620352
0.002497005,0.514805607,997.2375,0.07246,0.000943923,600,6,1358.07798,9.107647422
0.00230966,1.623488238,1199.7586,0.06696036,0.037690117,50,6,119.3613355,109.074323
0.002329718,1.252201805,1152.32,0.06763525,0.009137186,100,25,367.9072005,62.23747375
0.002391433,1.418691308,1152.86,0.067755,0.009443533,800,6,414.1790341,81.89722557
0.002324321,1.424099867,1198.87915,0.06685259,0.035647434,100,6,111.3226757,84.53452489
0.002495502,1.182109974,1045.0688,0.07106668,0.001587021,600,6,1942.57621,51.2805317
0.002306675,0.968537533,1199.2114,0.06689444,0.036419641,200,25,73.56358978,38.79046716
0.002340213,0.542461899,1152.158,0.067599618,0.009047234,800,6,161.6667771,11.73712152
0.002472353,0.944294061,1045.4432,0.07118932,0.00162653,200,6,1500.569315,32.37505944
0.002457728,1.411411647,1045.5648,0.07122908,0.001639917,50,6,2211.651024,71.86789021
0.002456994,0.504587785,1044.97295,0.071035233,0.001577294,600,25,821.3591876,9.202562385
0.002456842,0.504200763,997.2375,0.07246,0.000943923,400,25,1308.707833,8.595763022
0.002363183,0.949599165,1151.348,0.06742348,0.008610586,800,25,300.0623493,36.38927207
0.002486854,0.52501096,997.2375,0.07246,0.000943923,100,6,1379.369782,9.433814042
0.002256246,0.592763611,1199.7586,0.06696036,0.037690117,50,25,42.57301815,14.2044913
0.002377012,1.426629194,1152.86,0.067755,0.009443533,400,6,413.98497,82.31687056
0.002293206,1.193048959,1230.302,0.06571236,0.147945596,600,25,22.75155225,61.1116873
0.002473462,0.934171059,1045.3818,0.07116923,0.001619878,400,6,1491.160627,31.70594866
0.002316678,0.535332555,1199.3464,0.06691104,0.036733188,600,25,40.49256689,11.90035186
0.002484065,1.420729934,1045.32,0.071149,0.001613252,800,6,2286.764651,73.66589448
0.002351333,1.211448978,1153.184,0.06782757,0.00963225,200,6,341.0280216,58.6700829
0.002322665,1.205487355,1199.55115,0.06693579,0.037208576,200,6,90.26613843,60.48841221
0.002489333,1.642685033,997.2375,0.07246,0.000943923,100,25,4320.155194,92.44679987
0.002342709,1.419261279,1198.87915,0.06685259,0.035647434,400,6,111.8221507,84.62530152
0.002328701,1.475956994,1151.186,0.067388658,0.008525818,100,25,464.0842808,86.66022995
0.00247452,1.422503225,1045.4432,0.07118932,0.00162653,200,25,2262.469053,73.53314854
0.002506698,1.210863563,997.2375,0.07246,0.000943923,50,6,3206.706861,50.5816166
0.002253362,1.030267349,1199.2114,0.06689444,0.036419641,50,25,76.44356885,42.87819861
0.002345945,1.611319447,1152.32,0.06763525,0.009137186,400,25,476.7163415,103.7722017
0.002336785,0.51997314,1152.158,0.067599618,0.009047234,800,25,154.7375897,10.76832906
0.00236742,0.945551422,1151.348,0.06742348,0.008610586,800,25,299.3191092,36.14440955
0.002511713,1.582586563,1044.8112,0.07098212,0.001561216,50,6,2660.188562,92.59634863
0.00230072,1.414282228,1230.617625,0.065765873,0.152077865,400,6,26.33036623,86.1109549
0.002463547,0.5070987,997.2375,0.07246,0.000943923,400,25,1319.822169,8.718587882
0.002472815,1.227806027,997.2375,0.07246,0.000943923,100,25,3207.624125,51.30402822
0.00230751,0.542022182,1199.3464,0.06691104,0.036733188,800,25,40.83633259,12.15135285
0.002299073,0.958002799,1199.0776,0.06687776,0.036108771,600,25,73.13984545,37.83134695
0.002359458,1.59127176,1230.1775,0.06569099,0.1463243,800,25,31.56515227,111.882688
0.002473541,1.420561628,997.2375,0.07246,0.000943923,200,25,3712.284845,68.69729006
0.00221311,1.650179187,1199.7586,0.06696036,0.037690117,50,25,116.2520069,107.9794906
0.002301105,0.967792268,1199.2114,0.06689444,0.036419641,50,6,73.32949594,38.63727496
0.002337092,1.611460354,1230.1775,0.06569099,0.1463243,600,25,31.66261254,113.6519835
0.002294568,0.529028868,1231.2015,0.06586251,0.159808968,600,6,9.352083634,12.00468096
0.002300762,0.570305341,1152.266,0.067623358,0.009107103,100,25,166.016679,12.75095362
0.002451142,1.464794241,997.2375,0.07246,0.000943923,50,25,3793.211936,72.38056453
0.002416436,0.554932206,1045.16375,0.071097813,0.001596807,50,25,877.7018968,10.93914055
0.002472168,1.424096535,1045.32,0.071149,0.001613252,400,25,2281.205271,73.66094085
0.002311414,0.954877602,1230.6815,0.06577659,0.152918067,50,6,17.76283284,39.43187072
0.002287143,0.530994354,1231.2015,0.06586251,0.159808968,800,6,9.356454164,12.05491263
0.002303395,0.5255076,1230.239625,0.065701673,0.147132715,100,6,10.12110435,11.91076695
0.002473109,1.429770153,1045.5648,0.07122908,0.001639917,100,6,2254.439192,74.21118228
0.002330006,1.191385559,1199.41435,0.06691931,0.036890972,600,6,90.25233162,59.27607051
0.002506002,1.176909029,1045.0688,0.07106668,0.001587021,800,6,1942.167081,51.04415925
0.00251545,1.219360883,997.2375,0.07246,0.000943923,100,6,3240.484327,51.47311104
0.00234829,1.590693626,1199.2114,0.06689444,0.036419641,800,6,122.998071,106.5198343
0.002462898,0.510271662,997.2375,0.07246,0.000943923,400,25,1327.730311,8.825707996
0.002341037,1.193541543,1199.41435,0.06691931,0.036890972,600,6,90.84373745,59.77246651
0.002388143,1.603216013,1044.8112,0.07098212,0.001561216,100,25,2562.284176,90.35107042
0.002253404,0.953096415,1151.51,0.067458438,0.008696196,50,25,284.3900165,34.94171613
0.002283568,1.232559477,1230.302,0.06571236,0.147945596,100,25,23.40623074,64.9522715
0.002247717,1.277365181,1199.55115,0.06693579,0.037208576,50,25,92.56191606,65.72522347
0.002305411,1.210156146,1230.302,0.06571236,0.147945596,200,25,23.20061053,63.211457
0.002253406,1.032856818,1199.2114,0.06689444,0.036419641,50,25,76.63720302,43.09485338
0.002335899,1.442798743,1230.617625,0.065765873,0.152077865,800,25,27.27200159,90.98885294
0.002581336,1.594754668,997.2375,0.07246,0.000943923,200,6,4349.111393,90.35093417
0.002319255,1.421694989,1152.86,0.067755,0.009443533,400,25,402.5288515,79.7621069
0.002511899,1.401038028,997.2375,0.07246,0.000943923,400,6,3718.040968,67.85819884
0.002498726,0.509873018,997.2375,0.07246,0.000943923,800,25,1345.992744,8.940112469
0.002422887,1.218900628,1045.16375,0.071097813,0.001596807,400,25,1933.006153,52.91731162
0.002330272,1.601566239,1230.1775,0.06569099,0.1463243,400,25,31.37638113,111.9330673
0.002513342,1.400485295,997.2375,0.07246,0.000943923,400,6,3718.708625,67.84360826
0.00248818,0.531129487,997.2375,0.07246,0.000943923,100,6,1396.189355,9.660129968
0.002356896,1.213806291,1152.32,0.06763525,0.009137186,50,6,360.7867202,59.16151281
