Sample,Droplet diameter [m],Impact velocity [m/s],Density [kg/m3],Surface Tension [N/m],Dynamic Viscosity [Pa s],Distance between adjacent laser beam passes [µm],Average depth of micro-channels [µm],Reynolds number,Weber number,Contact time [s],Rebound efficiency,Spreading coefficient,Lamella velocity [m/s]
D200,0.002447049,1.220321551,1045.16375,0.071097813,0.001596807,200,25,1954.55886,53.56970682,0.012,0.128152287,2.376433228,1.463151207
D200,0.00242366,1.220302794,1045.16375,0.071097813,0.001596807,200,25,1935.847999,53.05607211,0.0122,0.159294962,2.409641323,1.494282084
D200,0.002433132,1.241915667,1045.16375,0.071097813,0.001596807,200,25,1977.833102,55.166824,0.0122,0.153619397,2.405379084,1.463151207
D200,0.002448581,1.230469547,1045.16375,0.071097813,0.001596807,200,25,1972.046868,54.49847339,0.0122,0.159599886,2.374945926,1.712198221
D200,0.002439534,1.22060726,1045.16375,0.071097813,0.001596807,200,25,1949.012644,53.43020501,0.0122,0.156262284,2.383753703,1.681067344
D400,0.00242146,1.218127909,1045.16375,0.071097813,0.001596807,400,25,1930.643442,52.81912507,0.012,0.145844435,2.422115978,1.649936468
D400,0.002436294,1.245127585,1045.16375,0.071097813,0.001596807,400,25,1985.525657,55.52461981,0.012,0.145950307,2.412479091,1.774459975
D400,0.002428015,1.22748328,1045.16375,0.071097813,0.001596807,400,25,1950.737145,53.77873395,0.0122,0.144048587,2.389934264,1.525412961
D400,0.002422887,1.218900628,1045.16375,0.071097813,0.001596807,400,25,1933.006153,52.91731162,0.0122,0.160856538,2.384713733,1.556543837
D400,0.002439372,1.251641489,1045.16375,0.071097813,0.001596807,400,25,1998.434146,56.1779681,0.012,0.139713167,2.399226086,1.681067344
D600,0.002479549,1.198770992,1045.0688,0.07106668,0.001587021,600,25,1957.362162,52.39911909,0.0136,0.135083425,2.360350625,1.463151207
D600,0.002480663,1.200719434,1045.0688,0.07106668,0.001587021,600,25,1961.424793,52.59322135,0.0148,0.120362046,2.354270436,1.556543837
D600,0.002478912,1.20010247,1045.0688,0.07106668,0.001587021,600,25,1959.032747,52.50209061,0.0146,0.117288656,2.37100385,1.494282084
D600,0.002476561,1.191790097,1045.0688,0.07106668,0.001587021,600,25,1943.618962,51.72821252,0.0134,0.129654887,2.328001537,1.712198221
D600,0.002477996,1.187229554,1045.0688,0.07106668,0.001587021,600,25,1937.302967,51.36281459,0.0122,0.149588868,2.321628667,1.618805591
D800,0.002458479,1.199155245,1045.0688,0.07106668,0.001587021,800,25,1941.351325,51.98716317,0.0126,0.123403097,2.324864186,1.649936468
D800,0.002455827,1.196526472,1045.0688,0.07106668,0.001587021,800,25,1935.006322,51.70365814,0.0138,0.122813656,2.332444837,1.618805591
D800,0.002460205,1.210967697,1045.0688,0.07106668,0.001587021,800,25,1961.85123,53.05364183,0.0146,0.111041728,2.333356188,1.494282084
D800,0.002459402,1.203001042,1045.0688,0.07106668,0.001587021,800,25,1948.30887,52.34080322,0.0152,0.109543317,2.344244002,1.681067344
D800,0.002461889,1.21317965,1045.0688,0.07106668,0.001587021,800,25,1966.780607,53.28409649,0.0132,0.117679705,2.392456042,1.556543837
S50,0.002450274,1.193676603,1045.22655,0.071118393,0.001603365,50,6,1906.686695,51.31170862,0.0124,0.150854734,2.358059239,1.743329098
S50,0.002459803,1.211204137,1045.22655,0.071118393,0.001603365,50,6,1942.208161,53.03512287,0.0124,0.145219563,2.359048519,1.525412961
S50,0.002457153,1.206652328,1045.22655,0.071118393,0.001603365,50,6,1932.824586,52.58054163,0.012,0.126984181,2.346389412,1.43202033
S50,0.002461007,1.21380811,1045.22655,0.071118393,0.001603365,50,6,1947.336136,53.28947197,0.0118,0.15344889,2.368014463,1.43202033
S50,0.002461208,1.213796151,1045.22655,0.071118393,0.001603365,50,6,1947.475637,53.29276438,0.0118,0.149866334,2.377940402,1.463151207
S100,0.002463973,1.214138435,1045.22655,0.071118393,0.001603365,100,6,1950.214018,53.38274971,0.0122,0.146763146,2.355055985,1.494282084
S100,0.002464775,1.217267031,1045.22655,0.071118393,0.001603365,100,6,1955.875063,53.67566432,0.0118,0.150943889,2.34418626,1.743329098
S100,0.002463493,1.216148503,1045.22655,0.071118393,0.001603365,100,6,1953.061512,53.54920037,0.012,0.144119298,2.350460873,1.681067344
S100,0.002459001,1.211584755,1045.22655,0.071118393,0.001603365,100,6,1942.184457,53.05114153,0.0122,0.144960844,2.354754656,1.618805591
S100,0.002460445,1.21277896,1045.16375,0.071097813,0.001596807,100,6,1953.112423,53.19920367,0.0124,0.143124138,2.348310931,1.556543837
S200,0.002495818,1.185136949,1045.16375,0.071097813,0.001596807,200,6,1936.035737,51.53213585,0.0128,0.146163046,2.31502858,1.681067344
S200,0.002493325,1.186045598,1045.16375,0.071097813,0.001596807,200,6,1935.584748,51.5596324,0.0126,0.152347818,2.327331882,1.494282084
S200,0.002494394,1.188371617,1045.16375,0.071097813,0.001596807,200,6,1940.212032,51.78425102,0.0124,0.148901337,2.321342581,1.587674714
S200,0.002480504,1.200824997,1045.16375,0.071097813,0.001596807,200,6,1949.627099,52.58083853,0.0122,0.153037617,2.354421515,1.681067344
S200,0.002478514,1.198910829,1045.16375,0.071097813,0.001596807,200,6,1944.957218,52.37127789,0.013,0.142210525,2.346264224,1.556543837
S400,0.002493246,1.178040546,1045.16375,0.071097813,0.001596807,400,6,1922.459729,50.86437644,0.0128,0.152314916,2.302433632,1.681067344
S400,0.002494077,1.180754269,1045.16375,0.071097813,0.001596807,400,6,1927.530764,51.11602547,0.0122,0.153161627,2.301666197,1.494282084
S400,0.002494552,1.183268201,1045.16375,0.071097813,0.001596807,400,6,1932.002463,51.34369319,0.0124,0.152738353,2.301228007,1.43202033
S400,0.002493325,1.17496698,1045.16375,0.071097813,0.001596807,400,6,1917.504834,50.60091435,0.0122,0.156779676,2.312349059,1.618805591
S400,0.002492018,1.185628643,1045.16375,0.071097813,0.001596807,400,6,1933.890119,51.49638137,0.0124,0.150518394,2.29357413,1.618805591
S600,0.002493919,1.180963984,1045.0688,0.07106668,0.001587021,600,6,1939.462094,51.14869064,0.0128,0.148160387,2.306805401,1.463151207
S600,0.002495502,1.182109974,1045.0688,0.07106668,0.001587021,600,6,1942.57621,51.2805317,0.0128,0.146690113,2.300352377,1.463151207
S600,0.00249289,1.187129177,1045.0688,0.07106668,0.001587021,600,6,1948.782326,51.66279321,0.0132,0.140397075,2.312753062,1.649936468
S600,0.002495146,1.183930868,1045.0688,0.07106668,0.001587021,600,6,1945.290928,51.43129706,0.0132,0.143163252,2.305671252,1.463151207
S600,0.002492494,1.184721363,1045.0688,0.07106668,0.001587021,600,6,1944.520724,51.44526012,0.0124,0.149463767,2.308124581,1.681067344
S800,0.002503085,1.176485664,1045.0688,0.07106668,0.001587021,800,6,1939.208817,50.94807605,0.015,0.127609025,2.283433535,1.618805591
S800,0.002508522,1.177412701,1045.0688,0.07106668,0.001587021,800,6,1944.951937,51.13922732,0.0136,0.143727725,2.28344892,1.649936468
S800,0.002506002,1.176909029,1045.0688,0.07106668,0.001587021,800,6,1942.167081,51.04415925,0.0204,0.067806565,2.305620968,1.463151207
S800,0.002495462,1.183476967,1045.0688,0.07106668,0.001587021,800,6,1944.791778,51.39838716,0.0136,0.135107263,2.285418849,1.649936468
S800,0.002494631,1.189001766,1045.0688,0.07106668,0.001587021,800,6,1953.220075,51.86211822,0.017,0.096797087,2.29616334,1.649936468
D50,0.002403625,1.518382172,1045.5648,0.07122908,0.001639917,50,25,2326.895298,81.34344019,0.0106,0.098566435,2.690730088,1.974811083
D50,0.002379782,1.5385933,1045.5648,0.07122908,0.001639917,50,25,2334.479383,82.69485263,0.011,0.093048722,2.738434207,1.974811083
D50,0.002365681,1.499874556,1045.5648,0.07122908,0.001639917,50,25,2262.247304,78.11952878,0.011,0.111694834,2.817365633,2.221662469
D50,0.002379334,1.529676339,1045.5648,0.07122908,0.001639917,50,25,2320.512605,81.7237109,0.0106,0.101770997,2.759699812,2.036523929
D50,0.002329034,1.416675084,1045.5648,0.07122908,0.001639917,50,25,2103.657756,68.61355783,0.011,0.111031755,2.814001244,1.789672544
D100,0.002423835,1.502434697,1045.5648,0.07122908,0.001639917,100,25,2321.815605,80.31338452,0.011,0.12100821,2.632649339,1.94395466
D100,0.002416903,1.496941089,1045.5648,0.07122908,0.001639917,100,25,2306.710046,79.49911867,0.0112,0.121946826,2.670840698,2.036523929
D100,0.002425075,1.50726978,1045.5648,0.07122908,0.001639917,100,25,2330.479268,80.87249347,0.011,0.123594815,2.656750954,1.882241814
D100,0.002415298,1.499883606,1045.5648,0.07122908,0.001639917,100,25,2309.708911,79.75894599,0.0114,0.128467776,2.667506004,1.974811083
D100,0.002415177,1.493169925,1045.5648,0.07122908,0.001639917,100,25,2299.255663,79.04257804,0.0112,0.11502625,2.657418213,1.882241814
D200,0.00247452,1.422503225,1045.4432,0.07118932,0.00162653,200,25,2262.469053,73.53314854,0.0108,0.129197292,2.588700967,2.098236776
D200,0.00246041,1.442911348,1045.4432,0.07118932,0.00162653,200,25,2281.84168,75.22676955,0.011,0.120099967,2.613579889,1.974811083
D200,0.002438833,1.459771295,1045.4432,0.07118932,0.00162653,200,25,2288.259527,76.31982278,0.011,0.117824091,2.697432993,1.94395466
D200,0.002446139,1.468819078,1045.4432,0.07118932,0.00162653,200,25,2309.33972,77.5003002,0.011,0.127997156,2.669193554,1.913098237
D200,0.002441774,1.466044477,1045.4432,0.07118932,0.00162653,200,25,2300.864212,77.07000554,0.011,0.124297635,2.699238938,2.221662469
D400,0.002472638,1.422508593,1045.32,0.071149,0.001613252,400,25,2279.095474,73.51075489,0.011,0.124558194,2.610637885,2.005667506
D400,0.002473932,1.422133948,1045.32,0.071149,0.001613252,400,25,2279.68762,73.51048868,0.0108,0.125107165,2.659162876,2.036523929
D400,0.002472168,1.424096535,1045.32,0.071149,0.001613252,400,25,2281.205271,73.66094085,0.011,0.124169035,2.621120179,2.129093199
D400,0.002457886,1.451315756,1045.32,0.071149,0.001613252,400,25,2311.376408,76.06170418,0.0104,0.110724491,2.716696143,2.005667506
D400,0.002457728,1.45470592,1045.32,0.071149,0.001613252,400,25,2316.626837,76.41256088,0.0106,0.091683097,2.661629247,2.098236776
D600,0.00247781,1.416541339,1045.32,0.071149,0.001613252,600,25,2274.282022,73.04778253,0.0106,0.102419514,2.72971974,2.005667506
D600,0.002479102,1.421176729,1045.32,0.071149,0.001613252,600,25,2282.913326,73.56495543,0.0114,0.091843409,2.633703639,2.252518892
D600,0.002475618,1.422285997,1045.32,0.071149,0.001613252,600,25,2281.484306,73.57629,0.011,0.085816671,2.607496322,1.820528967
D600,0.002476166,1.423966717,1045.32,0.071149,0.001613252,600,25,2284.686326,73.76662033,0.0142,0.078857466,2.586980655,1.820528967
D600,0.002457452,1.441384092,1045.32,0.071149,0.001613252,600,25,2295.153763,75.01100362,0.0112,0.101923785,2.621748382,2.005667506
D800,0.002482112,1.407834025,1045.32,0.071149,0.001613252,800,25,2264.226354,72.27777312,0.0126,0.096575534,2.655372422,2.005667506
D800,0.002482151,1.411015764,1045.32,0.071149,0.001613252,800,25,2269.379283,72.60598421,0.0134,0.070922367,2.660303152,2.375944584
D800,0.002476949,1.396342611,1045.32,0.071149,0.001613252,800,25,2241.073389,70.95475999,0.0126,0.087364247,2.611077525,2.221662469
D800,0.002480666,1.408382057,1045.32,0.071149,0.001613252,800,25,2263.788086,72.29191328,0.012,0.078848552,2.607165303,2.283375315
D800,0.002473266,1.384952448,1045.32,0.071149,0.001613252,800,25,2219.48737,69.69811068,0.0112,0.102092784,2.65987949,2.067380353
S50,0.002458478,1.412534274,1045.5648,0.07122908,0.001639917,50,6,2214.085263,72.00421725,0.0112,0.140122629,2.600572749,2.067380353
S50,0.00246305,1.413697159,1045.5648,0.07122908,0.001639917,50,6,2220.028674,72.25694022,0.0114,0.140881748,2.600756865,1.913098237
S50,0.002457728,1.411411647,1045.5648,0.07122908,0.001639917,50,6,2211.651024,71.86789021,0.0116,0.138649487,2.611409827,1.85138539
S50,0.002472129,1.418721587,1045.5648,0.07122908,0.001639917,50,6,2236.131034,73.03970727,0.0114,0.138318815,2.606183706,1.85138539
S50,0.002467534,1.420013481,1045.5648,0.07122908,0.001639917,50,6,2234.007859,73.03680419,0.0118,0.133187505,2.601032081,2.159949622
S100,0.00248051,1.432386463,1045.5648,0.07122908,0.001639917,100,6,2265.323039,74.70590784,0.0114,0.131883046,2.602353853,2.190806045
S100,0.002476558,1.433125116,1045.5648,0.07122908,0.001639917,100,6,2262.880192,74.66383032,0.0116,0.137481901,2.591555322,2.129093199
S100,0.002474481,1.429072525,1045.5648,0.07122908,0.001639917,100,6,2254.589381,74.17991386,0.0114,0.137975401,2.593729911,2.190806045
S100,0.002473109,1.429770153,1045.5648,0.07122908,0.001639917,100,6,2254.439192,74.21118228,0.0118,0.121666147,2.590178255,1.85138539
S100,0.002473188,1.423544648,1045.5648,0.07122908,0.001639917,100,6,2244.694096,73.56866158,0.0116,0.139022255,2.585105566,2.129093199
S200,0.00249808,1.414848781,1045.4432,0.07118932,0.00162653,200,6,2271.719886,73.43651507,0.0122,0.131305906,2.549463877,1.789672544
S200,0.002498663,1.411613172,1045.4432,0.07118932,0.00162653,200,6,2267.053002,73.11805505,0.0126,0.100374314,2.553809437,1.974811083
S200,0.002499594,1.413821199,1045.4432,0.07118932,0.00162653,200,6,2271.445442,73.37431402,0.0118,0.126875605,2.557795714,2.221662469
S200,0.002500409,1.410035694,1045.4432,0.07118932,0.00162653,200,6,2266.101959,73.00570644,0.0118,0.133070676,2.566834809,2.252518892
S400,0.00248387,1.421731909,1045.32,0.071149,0.001613252,400,6,2288.197563,73.76404006,0.0118,0.127769876,2.593864362,2.159949622
S400,0.002482698,1.414369002,1045.32,0.071149,0.001613252,400,6,2275.273645,72.96756122,0.0116,0.132259323,2.570231272,2.067380353
S400,0.002486484,1.412545496,1045.32,0.071149,0.001613252,400,6,2275.805632,72.89052495,0.0114,0.132146168,2.541498191,1.882241814
S400,0.002484572,1.414565071,1045.32,0.071149,0.001613252,400,6,2277.307026,73.04289564,0.0116,0.132789029,2.548421595,2.159949622
S400,0.002484455,1.418106428,1045.32,0.071149,0.001613252,400,6,2282.900649,73.40561857,0.0124,0.130893631,2.588285054,2.190806045
S600,0.002492367,1.424513823,1045.32,0.071149,0.001613252,600,6,2300.518044,74.30632405,0.0118,0.122014809,2.580068962,2.252518892
S600,0.002492484,1.423027041,1045.32,0.071149,0.001613252,600,6,2298.2246,74.15476915,0.0124,0.117539807,2.584900044,2.159949622
S600,0.002496255,1.426300759,1045.32,0.071149,0.001613252,600,6,2306.9972,74.6090734,0.0122,0.1150151,2.561216983,2.005667506
S600,0.002494739,1.427271455,1045.32,0.071149,0.001613252,600,6,2307.165578,74.66529908,0.0124,0.114068399,2.587510212,2.036523929
S600,0.002495867,1.426937771,1045.32,0.071149,0.001613252,600,6,2307.668303,74.66410851,0.0124,0.118621444,2.581396513,2.098236776
S800,0.002482893,1.417093989,1045.32,0.071149,0.001613252,800,6,2279.836626,73.25475967,0.0134,0.107024784,2.560087009,1.758816121
S800,0.002481252,1.419078935,1045.32,0.071149,0.001613252,800,6,2281.521063,73.41156821,0.013,0.111023986,2.596600528,1.913098237
S800,0.002485353,1.419021488,1045.32,0.071149,0.001613252,800,6,2285.199098,73.52693817,0.0214,0.033273941,2.622113085,2.098236776
S800,0.00248344,1.417559874,1045.32,0.071149,0.001613252,800,6,2281.088375,73.31907681,0.0128,0.129974271,2.569463249,1.820528967
S800,0.002484065,1.420729934,1045.32,0.071149,0.001613252,800,6,2286.764651,73.66589448,0.0146,0.085666164,2.568817026,1.820528967
D50,0.002381171,1.666162703,1044.8112,0.07098212,0.001561216,50,25,2655.112204,97.30031654,0.0108,0.078949378,2.984611462,2.368956743
D50,0.002323065,1.600857071,1044.8112,0.07098212,0.001561216,50,25,2488.793055,87.63050424,0.0102,0.080994443,3.075366021,2.493638677
D50,0.002321488,1.597764868,1044.8112,0.07098212,0.001561216,50,25,2482.299702,87.23304824,0.0108,0.087689251,3.115050296,2.088422392
D50,0.002324853,1.600284109,1044.8112,0.07098212,0.001561216,50,25,2489.817783,87.6352082,0.0108,0.080377709,3.094452059,2.400127226
D50,0.002369422,1.711194094,1044.8112,0.07098212,0.001561216,50,25,2713.416662,102.1244489,0.0108,0.063998223,3.004673665,2.368956743
D100,0.002419965,1.684096907,1044.8112,0.07098212,0.001561216,100,25,2727.413719,101.0257457,0.011,0.090444721,2.895548145,2.680661578
D100,0.002416896,1.683286335,1044.8112,0.07098212,0.001561216,100,25,2722.643603,100.8005169,0.0104,0.054020039,3.084940581,2.400127226
D100,0.002382708,1.599080002,1044.8112,0.07098212,0.001561216,100,25,2549.857762,89.68093191,0.0112,0.101792148,2.95128913,2.026081425
D100,0.002388143,1.603216013,1044.8112,0.07098212,0.001561216,100,25,2562.284176,90.35107042,0.011,0.107701835,2.944572615,2.181933842
D100,0.002387314,1.602400545,1044.8112,0.07098212,0.001561216,100,25,2560.091931,90.22785035,0.0104,0.090353191,2.924704326,2.150763359
D200,0.00242866,1.605773998,1044.68,0.070939,0.001548471,200,25,2631.063466,92.22183973,0.0114,0.052794085,2.998124447,2.400127226
D200,0.002450324,1.647623844,1044.68,0.070939,0.001548471,200,25,2723.715113,97.95752081,0.0146,0.037142561,2.966529382,2.462468193
D200,0.002458589,1.649342352,1044.68,0.070939,0.001548471,200,25,2735.753655,98.49310648,0.0104,0.073380658,2.971769703,2.743002545
D200,0.002440327,1.62587821,1044.68,0.070939,0.001548471,200,25,2676.801856,94.99970828,0.0104,0.046794582,2.937807548,2.680661578
D200,0.002458589,1.654852762,1044.68,0.070939,0.001548471,200,25,2744.893737,99.15233172,0.01,0.050322617,2.99205482,2.33778626
D400,0.002431551,1.61800437,1044.68,0.070939,0.001548471,400,25,2654.259265,93.74347932,0.0138,0.043058614,3.117623303,2.898854962
D400,0.002426785,1.603060942,1044.68,0.070939,0.001548471,400,25,2624.590081,91.8395088,0.0116,0.048093319,3.108333693,3.023536896
D400,0.002451172,1.653359828,1044.68,0.070939,0.001548471,400,25,2734.143289,98.67489855,0.0132,0.03967132,3.026542576,2.400127226
D400,0.00243639,1.631657325,1044.68,0.070939,0.001548471,400,25,2681.982619,95.52189955,0.0122,0.042425304,3.01931705,3.023536896
D400,0.002464459,1.640956544,1044.68,0.070939,0.001548471,400,25,2728.342669,97.7268795,0.011,0.05459368,2.919158592,2.680661578
D600,0.002473038,1.621970866,1044.68,0.070939,0.001548471,600,25,2706.163501,95.81094367,0.0136,0.04493644,2.893907337,2.52480916
D600,0.002475278,1.620226258,1044.68,0.070939,0.001548471,600,25,2705.701245,95.69154005,0.012,0.054300312,2.976918996,2.555979644
D600,0.002476357,1.621064069,1044.68,0.070939,0.001548471,600,25,2708.280704,95.83229558,0.0148,0.02925705,3.111563662,2.555979644
D600,0.002470596,1.605391799,1044.68,0.070939,0.001548471,600,25,2675.857077,93.76958403,0.0126,0.041145814,2.942187821,2.836513995
D600,0.002475558,1.612810394,1044.68,0.070939,0.001548471,600,25,2693.621611,94.82829402,0.0126,0.042195453,2.996728535,2.836513995
D800,0.002499508,1.599505325,1044.68,0.070939,0.001548471,800,25,2697.245508,94.1725228,0.0154,0.029289522,2.883213228,2.711832061
D800,0.002503544,1.601968954,1044.68,0.070939,0.001548471,800,25,2705.761232,94.61535023,0.0152,0.03587275,2.97817025,2.774173028
D800,0.002505717,1.598053835,1044.68,0.070939,0.001548471,800,25,2701.491539,94.23517766,0.012,0.045361116,3.035298035,2.52480916
D800,0.002497251,1.592339768,1044.68,0.070939,0.001548471,800,25,2682.73663,93.24634485,0.014,0.048746332,2.975689921,2.400127226
D800,0.00250212,1.594503529,1044.68,0.070939,0.001548471,800,25,2691.620652,93.68226299,0.0138,0.046320805,2.974881534,2.462468193
S50,0.002512028,1.574347366,1044.8112,0.07098212,0.001561216,50,6,2646.671288,91.64621505,0.011,0.097648726,2.764611869,2.275445293
S50,0.002511713,1.582586563,1044.8112,0.07098212,0.001561216,50,6,2660.188562,92.59634863,0.0112,0.110632184,2.784814878,2.462468193
S50,0.002519306,1.589140841,1044.8112,0.07098212,0.001561216,50,6,2679.280973,93.64716079,0.0112,0.11089052,2.791268732,2.587150127
S50,0.002516122,1.589823811,1044.8112,0.07098212,0.001561216,50,6,2677.044875,93.60921735,0.0112,0.110540013,2.77002425,2.462468193
S50,0.002502595,1.599829002,1044.8112,0.07098212,0.001561216,50,6,2679.408958,94.28151145,0.01,0.078595275,2.879657362,2.306615776
S100,0.002481587,1.612549504,1044.8112,0.07098212,0.001561216,100,6,2678.042575,94.98269737,0.0128,0.055825831,2.81862213,2.306615776
S100,0.002485453,1.623240245,1044.8112,0.07098212,0.001561216,100,6,2699.99626,96.39620352,0.0104,0.054434736,2.834304486,2.400127226
S100,0.00248047,1.614234363,1044.8112,0.07098212,0.001561216,100,6,2679.634128,95.13844618,0.0108,0.064803275,2.875183276,2.587150127
S100,0.002480829,1.618757512,1044.8112,0.07098212,0.001561216,100,6,2687.531545,95.68620555,0.0102,0.065187388,2.824508975,2.680661578
S100,0.002483939,1.61747383,1044.8112,0.07098212,0.001561216,100,6,2688.766405,95.65425679,0.0106,0.079386654,2.820972955,2.618320611
